date,i1,i2,i3,i4,itotal,largetotal,percent,length,width,circumference
20230702,660,0,0,0,660,0,24.288000924706758,91.23595782365635,0.0,660
20230703,334,0,0,0,334,0,24.511908471261577,66.48308055437865,0.0,334
20230704,258,0,0,0,258,0,24.57576923684411,30.0,0.0,258
20230705,985,0,0,0,985,0,24.199443022125475,47.07440918375928,0.0,985
20230707,1727,0,0,0,1727,0,24.28173689795344,82.21921916437786,0.0,1727
20230708,362,0,0,0,362,0,24.593843377075025,65.29931086925804,0.0,362
20230709,1268,0,0,0,1268,0,24.332028596987236,91.30169768410661,0.0,1268
20230710,1477,0,0,0,1477,0,24.01902469282936,50.99019513592785,0.0,1477
20230711,1332,0,0,0,1332,0,24.037924464093667,58.82176467941097,0.0,1332
20230712,3925,0,0,0,3925,0,23.961733078512484,122.44182292011173,0.0,3925
20230714,37146,0,0,0,37146,53640,22.916609829747703,300.945177731759,0.0,37146
20230716,1569,0,0,0,1569,0,24.357084704000506,86.09297300012354,0.0,1569
20230717,7806,0,0,0,7806,7806,24.19330463487724,153.32318807016765,0.0,7806
20230721,1345,0,0,0,1345,0,24.107403110403382,88.54377448471462,0.0,1345
20230722,8637,0,0,0,8637,8637,23.85502924169738,190.3785702225962,4.47213595499958,8637
20230723,758,0,0,0,758,0,24.687408911358816,77.20103626247513,0.0,758
20230724,14300,0,0,0,14300,14300,23.74495108674582,209.61870145576228,0.0,14300
20230725,13662,0,0,0,13662,13662,23.861795826471024,222.61176967986216,0.0,13662
20230726,11544,0,0,0,11544,11544,23.926518120088392,224.89997776789573,0.0,11544
20230728,19887,0,0,0,19887,19887,23.693187610652508,254.94313091354314,0.0,19887
20230729,13640,0,0,0,13640,13640,23.940266671644384,225.79636843846714,0.0,13640
20230730,24474,0,0,0,24474,24474,22.749114420974188,274.20430339438514,0.0,24474
20230801,26125,0,0,0,26125,26125,21.60866668485448,272.6242835845699,0.0,26125
20230802,26588,0,0,0,26588,26588,23.34218673045803,271.9191056178289,0.0,26588
20230804,20597,0,0,0,20597,20597,23.660359802824953,255.62472493872733,0.0,20597
20230805,11504,0,0,0,11504,11504,23.957138262326673,187.11493793922494,0.0,11504
20230806,42,0,0,0,42,0,0.03792518203369436,11.313708498984761,0.0,42
20230807,19601,0,0,0,19601,19601,23.735276844854596,254.8803640926464,0.0,19601
20230808,1027,0,0,0,1027,0,24.2846266065703,90.35485598461214,0.0,1027
20230810,25464,0,0,0,25464,25464,23.33757396577149,269.5329293425944,0.0,25464
20230811,4553,0,0,0,4553,0,11.117929547109071,99.03534722511958,0.0,4553
20230815,22741,0,0,0,22741,22741,23.165393998308534,256.5618833731932,0.0,22741
20230818,59827,0,0,0,59827,68801,21.39906409337815,669.0799653255207,0.0,59827
20230820,39877,0,0,0,39877,46397,22.35266793694189,392.02040763205173,0.0,39877
20230821,29415,0,0,0,29415,29415,22.88466149845571,303.6445290137795,0.0,29415
20230822,32831,0,0,0,32831,32831,23.217444650413462,381.18237105091833,0.0,32831
20230823,38140,0,0,0,38140,38140,22.407464709657873,381.32925405743526,0.0,38140
20230824,40091,0,0,0,40091,46863,22.27717654288902,389.71784665319086,0.0,40091
20230827,41448,0,0,0,41448,56523,22.13513210814474,396.8727755843174,0.0,41448
20230829,47503,0,0,0,47503,58779,21.617479398710866,429.4182110716778,0.0,47503
20230831,1746,0,0,0,1746,0,23.760279106365687,84.40379138403677,0.0,1746
20230903,7839,0,0,0,7839,7839,21.05637336901974,147.5127113166862,0.0,7839
20230904,4073,0,0,0,4073,0,21.709950074450383,144.22205101855957,0.0,4073
20230905,9431,0,0,0,9431,17883,20.07862879197975,159.29846201391902,0.0,9431
,na,na,na,na,na,na,na,na,na,20230906
20230907,13470,0,0,0,13470,33471,19.09221508908918,198.25236442474022,0.0,13470
20230908,8470,0,0,0,8470,8470,20.734538802504748,165.51737068960466,0.0,8470
20230916,8944,0,0,0,8944,8944,20.182460868678717,153.1012736720371,0.0,8944
20230918,16369,0,0,0,16369,40477,16.651685651394168,269.05018119302576,0.0,16369
20230919,8465,0,0,0,8465,15171,20.758194926461403,162.68988905276197,0.0,8465
20230922,13149,0,0,0,13149,31555,19.79041176732425,197.43353311937665,0.0,13149
20230923,15299,0,0,0,15299,35880,19.698946207625383,207.69207977195472,0.0,15299
20230924,14927,0,0,0,14927,35781,19.712479377172663,201.92077654367318,0.0,14927
20230925,9068,0,0,0,9068,9068,20.788240716676455,162.64070831129578,0.0,9068
20230926,14065,0,0,0,14065,33573,19.24298249518621,214.89532335534898,0.0,14065
20230927,19109,0,0,0,19109,43850,19.017764708078406,215.87033144922904,0.0,19109
20230928,17309,0,0,0,17309,41387,19.19211644412919,214.97906874856446,0.0,17309
20231001,19313,0,0,0,19313,31830,13.166984235472842,217.34764779035453,0.0,19313
20231002,13963,0,0,0,13963,33267,19.932474150569256,200.5691900566984,0.0,13963
20231003,17744,0,0,0,17744,38487,19.673638821601955,215.7405849625888,0.0,17744
20231008,19288,0,0,0,19288,44727,16.137389311596024,217.00691233230336,0.0,19288
20231011,3227,0,0,0,3227,0,12.181450009117839,108.664621657649,0.0,3227
20231014,22197,0,0,0,22197,50410,17.630255859467546,220.43593173527768,0.0,22197
20231018,13055,0,0,0,13055,32542,19.81047819113574,197.52468200202222,0.0,13055
20231019,9895,0,0,0,9895,18600,10.779313132415423,164.30459518832697,0.0,9895
20231020,798,0,0,0,798,0,3.6464712529632974,69.65629906907199,0.0,798
20231024,19726,0,0,0,19726,46892,18.08492727985446,217.70622407271685,0.0,19726
20231027,1865,0,0,0,1865,0,3.348400501409316,87.13208364316786,0.0,1865
20231028,1251,0,0,0,1251,0,5.041213347366668,64.5600495662759,0.0,1251
2023_pss,20656,0,0,0,20656,49481,17.87665287743184,227.90348834539589,0.0,20656
endJul_p,1190,0,0,0,1190,0,24.373687067171907,87.8179936004006,0.0,1190
